,0
2660,"EP300,FOXK2"
2661,"RAD51,TBL1XR1"
2662,"RAD21,MCM7"
2663,"FOXA1,CBX5"
2664,"JUN,TRIM28"
2665,"CBX3,FOS"
2666,"KAT8,HCFC1"
2667,"NCOA4,ESRRA"
2668,"SETDB1,RB1"
2669,"LEF1,NEUROD1"
2670,"GABPA,EP300"
2671,"NKRF,JUN"
2672,"SMARCB1,ARID1B"
2673,"RUNX1,HDAC3"
2674,"GATA1,PML"
2675,"H2AFZ,HDAC6"
2676,"ASH1L,POLR2B"
2677,"TBP,TBL1XR1"
2678,"CBX1,STAT5A"
2679,"CEBPB,PCBP1"
2680,"GATAD2A,SIN3B"
2681,"ETV6,NCOR1"
2682,"SIN3B,SIRT6"
2683,"NKRF,SIN3A"
2684,"CTCF,SIN3A"
2685,"HCFC1,GABPB1"
2686,"SIN3A,H2AFZ"
2687,"SUZ12,E2F6"
2688,"UBTF,POLR2A"
2689,"CSDE1,SUPT5H"
2690,"SP1,YY1"
2691,"BRD9,SMARCC2"
2692,"SIN3A,BRD4"
2693,"HDAC2,HCFC1"
2694,"HDAC1,RUNX1"
2695,"GATA2,HDAC1"
2696,"CTBP1,HDAC2"
2697,"RUNX1,ESRRA"
2698,"MCM2,MCM7"
2699,"REST,NCOR1"
2700,"FOXA1,HDAC6"
2701,"MYBL2,FOS"
2702,"RLF,BCOR"
2703,"MIER1,EHMT2"
2704,"EHMT2,CTCF"
2705,"FOXA1,EP300"
2706,"ZNF143,GTF2B"
2707,"SMARCA4,RAD51"
2708,"HLTF,RBBP5"
2709,"JUN,ARID2"
2710,"HDAC3,HDAC2"
2711,"EP400,EHMT2"
2712,"TAL1,FUS"
2713,"HLTF,MBD2"
2714,"ZNF282,BCOR"
2715,"MITF,STAT5A"
2716,"REST,SETDB1"
2717,"SETDB1,CDC5L"
2718,"SIRT6,HDAC2"
2719,"EP400,ZBED1"
2720,"XRCC5,ASH1L"
2721,"ZNF384,ASH1L"
2722,"MYBL2,E4F1"
2723,"KHSRP,JUN"
2724,"THAP1,NCOR1"
2725,"GATA2,BHLHE40"
2726,"BRD4,PHF21A"
2727,"SMC3,POLR2G"
2728,"JUN,EWSR1"
2729,"CBX5,NFYB"
2730,"NFIC,FOXA1"
2731,"SETDB1,ZFP91"
2732,"UBTF,TBP"
2733,"BCOR,ZNF316"
2734,"POLR2B,MYC"
2735,"MTA2,SAP30"
2736,"E2F1,AGO1"
2737,"HDAC2,ZNF282"
2738,"BHLHE40,POLR2A"
2739,"EP400,MCM7"
2740,"SIN3B,ZBTB5"
2741,"HDGF,IKZF1"
2742,"SMARCA4,MCM3"
2743,"RBBP5,SMARCA5"
2744,"HDAC1,REST"
2745,"TRIM24,TAF7"
2746,"MCM5,TBL1XR1"
2747,"HDAC3,PHF20"
2748,"POLR2B,UBTF"
2749,"SETDB1,KAT8"
2750,"SMARCA5,MLLT1"
2751,"SIN3A,ZFP91"
2752,"HDAC3,YY1"
2753,"LEF1,ETV6"
2754,"HDAC3,PML"
2755,"ARNT,THRA"
2756,"POLR2A,EP300"
2757,"RBBP5,NFYB"
2758,"POLR3A,NFYA"
2759,"MCM3,CDC5L"
2760,"COPS2,GABPB1"
2761,"HNRNPK,MCM3"
2762,"POLR2A,SAFB"
2763,"HNRNPL,SRSF3"
2764,"EP400,CTCF"
2765,"SMARCA4,MXI1"
2766,"NFYB,SIN3B"
2767,"POLR2A,XRCC5"
2768,"FOXK2,MAX"
2769,"MIER1,PHF21A"
2770,"SMARCC2,EWSR1"
2771,"SMC3,CBX5"
2772,"MNT,SMARCA4"
2773,"SMARCC2,TRIM28"
2774,"ETS1,RBM15"
2775,"COPS2,RBBP5"
2776,"MYBL2,HDAC2"
2777,"E4F1,GTF2B"
2778,"GATA1,SMARCC2"
2779,"SMARCB1,HES1"
2780,"USF2,EP300"
2781,"ZNF830,ILF3"
2782,"MYC,EHMT2"
2783,"XRCC3,MCM3"
2784,"MBD2,MTA1"
2785,"CUX1,PTBP1"
2786,"HDAC1,KDM1A"
2787,"CBX1,AGO1"
2788,"HCFC1,SIRT6"
2789,"E4F1,LEF1"
2790,"RBFOX2,PCBP1"
2791,"GABPA,MEF2A"
2792,"SIN3A,MYC"
2793,"MIER1,HDAC1"
2794,"RNF2,BCOR"
2795,"ASH1L,BRD4"
2796,"NONO,JUN"
2797,"ZFP36,HDAC3"
2798,"SIN3B,SETDB1"
2799,"SMARCB1,HDAC1"
2800,"SP1,TAF7"
2801,"HDAC2,EGR1"
2802,"NR3C1,EP300"
2803,"NCOA2,FOS"
2804,"JUN,CEBPB"
2805,"ZBTB11,ASH1L"
2806,"NCOR1,SMARCA4"
2807,"SIN3A,SIN3B"
2808,"NFYA,USF2"
2809,"CEBPB,RB1"
2810,"RCOR1,TAL1"
2811,"SIN3A,C11orf30"
2812,"BMI1,RUNX1"
2813,"EWSR1,SRSF3"
2814,"ESRRA,SP1"
2815,"RAD51,MCM3"
2816,"KDM1A,ZMYM3"
2817,"SETDB1,KDM1A"
2818,"ZNF639,NCOR1"
2819,"ASH1L,NFYB"
2820,"H2AFZ,RCOR1"
2821,"MTA3,E2F1"
2822,"NCOA6,RBBP5"
2823,"IKZF1,TCF7"
2824,"REST,SIN3A"
2825,"RNF2,RAD21"
2826,"SMARCB1,MNT"
2827,"HDAC6,ZNF184"
2828,"CBX3,EP400"
2829,"SOX6,USF1"
2830,"AGO1,E2F6"
2831,"SP1,NFYB"
2832,"HES1,NONO"
2833,"EP400,CBX5"
2834,"HDAC2,PHF21A"
2835,"E2F7,MYBL2"
2836,"MNT,MYC"
2837,"ETS1,ATF2"
2838,"SUZ12,CBX3"
2839,"RAD51,CBX1"
2840,"REST,HDAC3"
2841,"EP400,MGA"
2842,"THAP1,ESRRA"
2843,"RBBP5,CTBP1"
2844,"HDAC6,SMARCA5"
2845,"ZBTB11,HDGF"
2846,"SMARCA5,SIRT6"
2847,"ZNF407,NCOR1"
2848,"SIN3A,MXI1"
2849,"NCOR1,JUN"
2850,"ZNF592,HDAC1"
2851,"THRA,ATF4"
2852,"GATAD2A,GATAD2B"
2853,"SUPT5H,SETDB1"
2854,"POLR2G,SMARCA5"
2855,"CEBPB,CBFA2T3"
2856,"HDAC2,L3MBTL2"
2857,"ZNF316,EHMT2"
2858,"SKIL,HDAC1"
2859,"CDC5L,SRSF1"
2860,"RB1,LEF1"
2861,"HDAC3,RCOR1"
2862,"HLTF,CTCF"
2863,"SAFB,JUN"
2864,"SNIP1,SRSF1"
2865,"GATA2,ARID1B"
2866,"SMARCB1,ZBTB33"
2867,"EWSR1,SRSF1"
2868,"XRCC5,FOXA1"
2869,"PTBP1,PHB2"
2870,"ZNF407,SIN3A"
2871,"REST,TCF7L2"
2872,"HLTF,H2AFZ"
2873,"MCM7,MCM5"
2874,"H2AFZ,NBN"
2875,"SMARCB1,ZFP36"
2876,"RB1,UBTF"
2877,"MYC,YBX1"
2878,"STAT5A,HDAC1"
2879,"GATA2,CBX3"
2880,"BRD4,LEF1"
2881,"MYBL2,KLF16"
2882,"SOX6,CCNT2"
2883,"CTBP1,DNMT1"
2884,"SMARCA4,E2F1"
2885,"ZBTB33,NR2F2"
2886,"FOXA1,LEF1"
2887,"NFIC,MEF2A"
2888,"NCOR1,ZNF24"
2889,"PRDM10,NR2F2"
2890,"ZNF592,SIN3A"
2891,"HDAC3,SETDB1"
2892,"SRSF1,HDGF"
2893,"GTF2F1,POLR2B"
2894,"NR2C1,NCOA2"
2895,"HDGF,CDC5L"
2896,"NR3C1,SP1"
2897,"L3MBTL2,E2F6"
2898,"DDX20,FIP1L1"
2899,"RUNX1,HDAC2"
2900,"HES1,GATA2"
2901,"THRAP3,HNRNPL"
2902,"IKZF1,GATAD2A"
2903,"GTF2B,NCOA1"
2904,"H2AFZ,KDM1A"
2905,"HDAC1,DNMT1"
2906,"CBX3,NR3C1"
2907,"TBL1XR1,MCM7"
2908,"EP400,ARID3A"
2909,"MXI1,SIN3B"
2910,"TBL1XR1,MEF2A"
2911,"SMARCA4,RAD21"
2912,"BACH1,HDAC2"
2913,"THRA,HDAC2"
2914,"IKZF1,MTA3"
2915,"ZBTB7A,EHMT2"
2916,"HDAC2,ARID1B"
2917,"CBX1,NR3C1"
2918,"MBD2,HLTF"
2919,"CTBP1,MTA2"
2920,"ZNF316,HDAC1"
2921,"CBX1,EP400"
2922,"RUNX1,NR2C1"
2923,"NR2F6,CBX1"
2924,"ZNF282,SIN3A"
2925,"ZNF384,HDAC6"
2926,"HDAC1,MEF2A"
2927,"ATF1,GABPB1"
2928,"ATF3,HDAC2"
2929,"CBX5,CBX1"
2930,"HDAC6,EGR1"
2931,"ETV6,HDAC3"
2932,"TBP,EP300"
2933,"SMARCA4,NONO"
2934,"ZNF592,NCOR1"
2935,"HNRNPK,PCBP1"
2936,"REST,NR2F2"
2937,"FOXA1,BRD4"
2938,"CBFA2T2,CBFA2T3"
2939,"SETDB1,ZNF280A"
2940,"TCF7,E2F8"
2941,"MEIS2,ATF2"
2942,"RB1,L3MBTL2"
2943,"SMARCC2,MCM5"
2944,"KDM1A,MNT"
2945,"EP400,MCM5"
2946,"MTA3,GATAD2B"
2947,"ZNF592,SMARCB1"
2948,"ZBED1,MTA2"
2949,"NR3C1,SMARCE1"
2950,"LEF1,NRF1"
2951,"UBTF,SMC3"
2952,"MTA2,ZBTB7A"
2953,"NR2F1,CBX5"
2954,"SMARCE1,REST"
2955,"TCF7L2,NRF1"
2956,"NFYA,NFYB"
2957,"MIER1,RAD21"
2958,"SMAD5,EP300"
2959,"EWSR1,SMARCC2"
2960,"SIN3B,SMARCA5"
2961,"CTBP1,GATA2"
2962,"ZBTB7A,SIN3B"
2963,"HDAC2,RCOR1"
2964,"MYBL2,CEBPB"
2965,"HLTF,REST"
2966,"HDAC6,CDC5L"
2967,"GATA2,PHF21A"
2968,"LEF1,E4F1"
2969,"ELF1,JUN"
2970,"BHLHE40,SIN3A"
2971,"SMARCB1,EP400"
2972,"GATAD2A,MTA3"
2973,"TCF12,MEIS2"
2974,"SIN3B,EGR1"
2975,"NCOR1,MYBL2"
2976,"XRCC5,HNRNPL"
2977,"SMARCE1,HDAC1"
2978,"SMARCA4,KAT8"
2979,"THRA,PRDM10"
2980,"TAL1,GATA2"
2981,"NR0B1,SETDB1"
2982,"FOXA1,SIRT6"
2983,"ZFP36,TBL1XR1"
2984,"REST,HDGF"
2985,"MEF2A,ZEB2"
2986,"LEF1,SIN3A"
2987,"NONO,HNRNPK"
2988,"SPI1,RUNX1"
2989,"FOS,SMARCB1"
2990,"MEF2A,ETS1"
2991,"ZNF274,SIN3A"
2992,"EP300,E4F1"
2993,"TAF9B,H2AFZ"
2994,"NCOR1,SIN3A"
2995,"POLR2A,EP400"
2996,"EHMT2,SMARCA4"
2997,"ATF4,GTF2B"
2998,"SMARCA5,BRD4"
2999,"TCF12,MEF2A"
3000,"EP400,RAD21"
3001,"ZC3H8,SRSF1"
3002,"HDAC6,THAP1"
3003,"THAP1,CDC5L"
3004,"IKZF1,SOX6"
3005,"SMARCA5,MIER1"
3006,"NR2F2,TRIM24"
3007,"TARDBP,HDAC6"
3008,"ZBTB7A,ETS1"
3009,"GATA2,TBP"
3010,"CTCF,SMARCC2"
3011,"SMARCB1,DPF2"
3012,"EP400,YY1"
3013,"CTBP1,SIN3A"
3014,"RB1,E2F7"
3015,"GATA1,NFXL1"
3016,"TCF12,NEUROD1"
3017,"SAFB,TCF7"
3018,"SMAD1,YY1"
3019,"MEF2A,PHB2"
3020,"KDM1A,E2F1"
3021,"SETDB1,CREM"
3022,"H2AFZ,SMARCA4"
3023,"GATA1,HDAC2"
3024,"POLR2A,NONO"
3025,"RBM22,CDC5L"
3026,"RAD51,TRIP13"
3027,"NFYB,ASH1L"
3028,"TRIM24,H2AFZ"
3029,"HDAC2,SMC3"
3030,"JUN,RB1"
3031,"CBFA2T2,ZBTB2"
3032,"SETDB1,PHF21A"
3033,"ARNT,NR2F1"
3034,"NCOA2,NCOA6"
3035,"SMAD1,PKNOX1"
3036,"CTBP1,RCOR1"
3037,"ARID1B,TEAD4"
3038,"BRD4,TAF7"
3039,"GABPB1,HDAC3"
3040,"KDM1A,MEF2A"
3041,"HDAC3,ZBTB11"
3042,"POLR2A,MCM3"
3043,"MEF2A,NFIC"
3044,"HDAC2,PRDM10"
3045,"CEBPB,SP1"
3046,"JUN,ATF4"
3047,"SMARCA5,HDGF"
3048,"POLR2B,PHF21A"
3049,"COPS2,SETDB1"
3050,"NFYB,MYC"
3051,"HDAC1,MGA"
3052,"TRIM28,NFYB"
3053,"REST,TBP"
3054,"ASH1L,SMARCB1"
3055,"GTF2B,POLR2B"
3056,"ARID3A,HDAC1"
3057,"MCM3,SIN3B"
3058,"SP1,MEIS2"
3059,"EHMT2,ZNF274"
3060,"CDC5L,PCBP1"
3061,"MAX,TBP"
3062,"GATA2,UBTF"
3063,"MEF2A,MEIS2"
3064,"DACH1,SIN3A"
3065,"MAX,E2F6"
3066,"RAD21,SMC3"
3067,"SETDB1,H2AFZ"
3068,"NCOA2,BHLHE40"
3069,"CREM,SETDB1"
3070,"CDC5L,HDAC6"
3071,"TCF7L2,SMAD5"
3072,"MCM7,SIN3B"
3073,"TBL1XR1,MCM2"
3074,"SPI1,RB1"
3075,"HDAC6,TARDBP"
3076,"EHMT2,ZBTB7A"
3077,"CDC5L,HLTF"
3078,"NCOR1,IKZF1"
3079,"KLF16,ASH1L"
3080,"SMARCA4,STAT5A"
3081,"SREBF1,YY1"
3082,"TRIM28,HDAC1"
3083,"SMARCA4,MEF2A"
3084,"JUN,SP1"
3085,"L3MBTL2,RNF2"
3086,"TBP,TAF7"
3087,"H2AFZ,CBX1"
3088,"JUN,HNRNPL"
3089,"LEF1,TCF7"
3090,"EP400,ZBTB5"
3091,"E2F1,TCF7"
3092,"TCF12,HES1"
3093,"NEUROD1,TCF7L2"
3094,"HCFC1,RBBP5"
3095,"ESRRA,MITF"
3096,"PHF20,EP400"
3097,"MCM2,TBP"
3098,"EP300,POLR3A"
3099,"POLR2G,POLR3A"
3100,"CBFA2T3,HDAC1"
3101,"E4F1,KDM1A"
3102,"EP400,CBX3"
3103,"MLLT1,RNF2"
3104,"ELF4,PML"
3105,"KDM1A,REST"
3106,"JUN,MCM2"
3107,"SMARCA4,SNIP1"
3108,"PHF21A,CBX1"
3109,"BCOR,CTBP1"
3110,"EP300,RUNX1"
3111,"ZNF24,EHMT2"
3112,"CREM,HDAC6"
3113,"ELK1,HDAC1"
3114,"STAT5A,NFE2"
3115,"ATF2,CBX3"
3116,"NR3C1,HDAC1"
3117,"BRD4,POLR2A"
3118,"HNRNPK,BCLAF1"
3119,"HDAC2,ZNF639"
3120,"SMARCB1,NCOA1"
3121,"ZNF384,SMARCA5"
3122,"MIER1,HLTF"
3123,"POLR3A,TRIP13"
3124,"CBX1,C11orf30"
3125,"EP400,KAT8"
3126,"SMARCA4,UBTF"
3127,"TRIM28,HDAC3"
3128,"GATA2,MYBL2"
3129,"HNRNPLL,HNRNPK"
3130,"SMARCA5,MCM3"
3131,"HDAC6,ZNF384"
3132,"PHF21A,MCM2"
3133,"MYBL2,SP1"
3134,"SUPT5H,POLR2G"
3135,"BCOR,SP1"
3136,"SOX6,EP300"
3137,"RUNX1,TCF12"
3138,"EHMT2,ZBTB5"
3139,"FOS,HDAC6"
3140,"POLR3A,POLR2B"
3141,"KDM1A,RCOR1"
3142,"SMARCC2,ASH1L"
3143,"MYBL2,ASH1L"
3144,"GTF3C2,EP300"
3145,"BRD4,ZNF384"
3146,"CBX3,C11orf30"
3147,"SMARCA5,POLR2B"
3148,"HDAC6,MTA2"
3149,"RB1,SMARCB1"
3150,"ESRRA,NKRF"
3151,"JUN,NR2F6"
3152,"HDAC1,ATF3"
3153,"SMARCE1,NCOR1"
3154,"HDAC1,E2F6"
3155,"SMARCA5,XRCC3"
3156,"HCFC1,SP1"
3157,"ZBED1,TBP"
3158,"E2F8,TCF7L2"
3159,"FOXK2,ETS1"
3160,"CBX5,NR2F1"
3161,"SMARCB1,CTCF"
3162,"YY1,SUZ12"
3163,"CTCF,RB1"
3164,"GABPB1,ZBTB7A"
3165,"ZNF384,SETDB1"
3166,"EP300,ATF4"
3167,"NFXL1,GATA2"
3168,"SIN3B,ZNF282"
3169,"ARID1B,HLTF"
3170,"GTF2B,JUN"
3171,"SMARCA5,CDC5L"
3172,"ASH1L,ZNF280A"
3173,"HDAC1,SPI1"
3174,"CDC5L,HNRNPK"
3175,"HNRNPK,SRSF3"
3176,"KDM1A,ASH1L"
3177,"HDAC2,MAFK"
3178,"EWSR1,TARDBP"
3179,"GTF2F1,GTF2B"
3180,"HDAC1,NR2F2"
3181,"ETV6,SIN3B"
3182,"TCF12,SMARCC2"
3183,"BRD4,EP300"
3184,"NCOA2,NR2F1"
3185,"SP1,CBX5"
3186,"SMARCC2,NR3C1"
3187,"NR2F1,EP300"
3188,"SIN3B,NFYB"
3189,"CBFA2T3,HDAC2"
3190,"NR2F6,EGR1"
3191,"CBX1,HDAC1"
3192,"SOX6,ZNF24"
3193,"RB1,HDAC3"
3194,"HDAC3,MBD2"
3195,"DNMT1,NFYB"
3196,"POLR2B,EHMT2"
3197,"ZBTB33,SMARCC2"
3198,"EP400,SMARCC2"
3199,"MTA2,MBD2"
3200,"TBP,MAX"
3201,"GATAD2B,IKZF1"
3202,"H2AFZ,NFYB"
3203,"TCF7,NRF1"
3204,"NR2F1,RUNX1"
3205,"ASH1L,E4F1"
3206,"GABPA,ARID2"
3207,"SMARCB1,MXI1"
3208,"TBP,STAT5A"
3209,"NR2F1,YY1"
3210,"LARP7,RBM15"
3211,"THAP1,HCFC1"
3212,"SMARCC2,MCM2"
3213,"ATF7,HDAC3"
3214,"MTA1,HDAC6"
3215,"SPI1,EP300"
3216,"GATAD2A,ZNF592"
3217,"NR3C1,RUNX1"
3218,"MTA3,MBD2"
3219,"RLF,HDAC6"
3220,"EP300,GTF2B"
3221,"FOXA1,SMARCA4"
3222,"SIN3B,ARID1B"
3223,"LEF1,EP300"
3224,"EHMT2,HLTF"
3225,"HDAC2,SMARCA5"
3226,"FOS,MTA1"
3227,"ZBTB2,MYBL2"
3228,"NONO,ZC3H11A"
3229,"DNMT1,NR2F1"
3230,"GTF2B,PRDM10"
3231,"MTA1,GATAD2A"
3232,"ATF2,MTA2"
3233,"NCOA6,FUS"
3234,"ZC3H11A,HNRNPL"
3235,"DNMT1,JUN"
3236,"RUNX1,CBFA2T3"
3237,"STAT5A,LEF1"
3238,"PTBP1,TARDBP"
3239,"NR2F1,NCOA1"
3240,"YBX1,GATA1"
3241,"HDAC1,ZBTB11"
3242,"CTCF,YBX1"
3243,"SMARCC2,EHMT2"
3244,"POLR2B,RAD51"
3245,"H2AFZ,MIER1"
3246,"NCOA4,NR3C1"
3247,"FOXA1,ESRRA"
3248,"TEAD4,E2F1"
3249,"SIRT6,POLR3A"
3250,"PRDM10,NCOR1"
3251,"BMI1,SMARCA4"
3252,"NR2F1,CTCF"
3253,"SMARCA5,GATA2"
3254,"TAF1,HLTF"
3255,"TAL1,SP1"
3256,"JUN,NCOA2"
3257,"ZNF263,SIN3B"
3258,"SIN3B,YY1"
3259,"SMARCB1,ZNF280A"
3260,"PML,FOS"
3261,"SIN3A,ZNF282"
3262,"MEF2A,BRD4"
3263,"ATF4,NR3C1"
3264,"ZBTB40,SIN3A"
3265,"STAT5A,HDAC6"
3266,"NR3C1,KDM1A"
3267,"NR2F2,NR3C1"
3268,"KLF16,SETDB1"
3269,"SETDB1,ESRRA"
3270,"HDAC6,TCF7L2"
3271,"FOXA1,ZBTB7A"
3272,"SIN3A,IKZF1"
3273,"ASH1L,ZNF263"
3274,"SMARCB1,SMARCE1"
3275,"ZKSCAN1,TCF7L2"
3276,"SMARCA5,KAT8"
3277,"CTBP1,HNRNPL"
3278,"SIRT6,POLR2A"
3279,"TRIP13,CDC5L"
3280,"MYBL2,RBM25"
3281,"RBBP5,BACH1"
3282,"MEF2A,ARID1B"
3283,"MYNN,ASH1L"
3284,"TAF1,UBTF"
3285,"ASH1L,MYBL2"
3286,"SMARCC2,RFX5"
3287,"MYC,TCF7L2"
3288,"PTBP1,FUS"
3289,"SETDB1,CUX1"
3290,"MXI1,KDM1A"
3291,"SP1,HLTF"
3292,"ZBTB11,EHMT2"
3293,"PHF21A,ZBED1"
3294,"HLTF,MEF2A"
3295,"EP400,ARID1B"
3296,"NR2F2,EGR1"
3297,"TBP,SIN3A"
3298,"NR2C1,RUNX1"
3299,"LEF1,PRDM10"
3300,"MTA2,JUN"
3301,"CDC5L,FOXM1"
3302,"EP300,NR2F6"
3303,"MYC,SMARCC2"
3304,"ZBTB7A,SP1"
3305,"DNMT1,SP1"
3306,"TRIM28,H2AFZ"
3307,"MTA3,RAD21"
3308,"MXI1,MAX"
3309,"RNF2,REST"
3310,"FOXM1,ZNF274"
3311,"MLLT1,EP300"
3312,"SMARCB1,TBL1XR1"
3313,"HDAC2,CBX1"
3314,"MEIS2,MEF2A"
3315,"HDAC2,MEF2A"
3316,"SMARCB1,ARID3A"
3317,"SMARCC2,HDAC1"
3318,"JUN,CREM"
3319,"LEF1,YY1"
3320,"FOXK2,BRD4"
3321,"EHMT2,GTF2F1"
3322,"ASH1L,PHF21A"
3323,"HNRNPL,CTBP1"
3324,"EP300,ZNF282"
3325,"ZBTB7A,MYBL2"
3326,"ZNF592,EP400"
3327,"MCM2,NFYB"
3328,"TAF9B,EP300"
3329,"GATA1,CBX3"
3330,"PRDM10,HDAC1"
3331,"HDAC1,THAP1"
3332,"GTF2B,REST"
3333,"SMARCA4,MNT"
3334,"MEF2A,CBX1"
3335,"HDAC3,RB1"
3336,"CBX1,KDM1A"
3337,"ZNF24,NCOR1"
3338,"RB1,ATF2"
3339,"HDAC2,HDAC1"
3340,"BMI1,H2AFZ"
3341,"RBM14,DDX20"
3342,"CREM,TBP"
3343,"NR2C1,HDAC1"
3344,"CBX5,HDAC6"
3345,"EP300,TBP"
3346,"HDGF,KLF16"
3347,"EP300,HLTF"
3348,"SETDB1,PML"
3349,"CBX3,ZMYM3"
3350,"ZSCAN29,SIN3A"
3351,"YY1,EP300"
3352,"PML,THRA"
3353,"EP300,MCM2"
3354,"EHMT2,MYC"
3355,"NCOR1,SMARCB1"
3356,"MTA2,HDAC3"
3357,"ZBED1,EP400"
3358,"MCM3,SIN3A"
3359,"SETDB1,SIN3B"
3360,"SPI1,CREM"
3361,"EP300,PHF21A"
3362,"SMARCE1,ARID1B"
3363,"JUN,ETS1"
3364,"FOS,KHSRP"
3365,"SMARCA4,ZNF592"
3366,"KAT8,EP300"
3367,"L3MBTL2,MTA3"
3368,"CTCF,YY1"
3369,"C11orf30,FOXK2"
3370,"GATA1,AGO1"
3371,"EP300,RBM14"
3372,"MYNN,HDAC1"
3373,"NFATC3,FOXM1"
3374,"CTBP1,HDAC3"
3375,"FOXM1,YY1"
3376,"ZNF592,SMARCA4"
3377,"PHF21A,TBP"
3378,"NCOR1,BACH1"
3379,"NBN,CDC5L"
3380,"MYC,RB1"
3381,"XRCC5,POLR2A"
3382,"E2F6,MAX"
3383,"YY1,RNF2"
3384,"HMBOX1,TBP"
3385,"BCLAF1,CDC5L"
3386,"MYC,HDAC2"
3387,"EP300,MYC"
3388,"SETDB1,NR2F2"
3389,"H2AFZ,ASH1L"
3390,"EP300,ARNT"
3391,"USF1,SOX6"
3392,"BMI1,FIP1L1"
3393,"SMAD1,JUN"
3394,"SETDB1,GTF2F1"
3395,"NONO,CDC5L"
3396,"ZBTB2,SETDB1"
3397,"SMAD1,GATA2"
3398,"NCOA6,RB1"
3399,"JUN,HDAC6"
3400,"SMARCA4,NKRF"
3401,"NCOA4,NR2C1"
3402,"NCOR1,NR2C1"
3403,"NBN,BACH1"
3404,"EP300,TAF7"
3405,"SMARCA5,ASH1L"
3406,"HDAC1,ZMYM3"
3407,"FOXA1,MYC"
3408,"SMARCA5,HDAC6"
3409,"PHF20,HDAC1"
3410,"MYC,POLR2A"
3411,"HCFC1,PHF20"
3412,"SIN3A,L3MBTL2"
3413,"ZNF407,BCOR"
3414,"SMARCA4,FOS"
3415,"SMARCB1,UBTF"
3416,"EWSR1,XRCC5"
3417,"HLTF,MGA"
3418,"HDGF,ZNF280A"
3419,"RUNX1,SP1"
3420,"SUPT5H,CSDE1"
3421,"ZNF263,BCOR"
3422,"AGO1,YBX3"
3423,"NR2C1,BRD4"
3424,"HDAC1,TCF7"
3425,"TBL1XR1,BRD4"
3426,"L3MBTL2,MTA2"
3427,"STAT5A,SMARCA4"
3428,"LARP7,POLR3A"
3429,"SMARCC2,SMARCB1"
3430,"CDC5L,CEBPB"
3431,"USF2,NFYA"
3432,"KAT8,SMARCA5"
3433,"SETDB1,TRIM28"
3434,"GATA1,ARID1B"
3435,"SMAD1,HDAC6"
3436,"BCOR,MYNN"
3437,"EP300,USF1"
3438,"RB1,BRD4"
3439,"HDAC2,SAP30"
3440,"NR2F1,NCOA4"
3441,"FOXA1,NFATC3"
3442,"SIX5,EP300"
3443,"SMAD5,MXI1"
3444,"DNMT1,HDAC3"
3445,"IRF2,EP300"
3446,"ZNF263,MYBL2"
3447,"RAD51,XRCC3"
3448,"SUZ12,YY1"
3449,"NCOR1,TRIM28"
3450,"NFYA,EP400"
3451,"TARDBP,HNRNPK"
3452,"ZFP91,HDAC3"
3453,"EP300,SNIP1"
3454,"RBM25,SNIP1"
3455,"PRPF4,SRSF1"
3456,"ZNF639,ZBTB2"
3457,"SETDB1,DNMT1"
3458,"SP1,NCOR1"
3459,"HNRNPLL,CDC5L"
3460,"JUN,ELF4"
3461,"E2F1,MTA2"
3462,"MTA2,EHMT2"
3463,"RNF2,CDC5L"
3464,"RBBP5,EP400"
3465,"NFYB,EP300"
3466,"E2F7,CTBP1"
3467,"SETDB1,ZNF639"
3468,"NCOA1,TBP"
3469,"TRIM28,L3MBTL2"
3470,"ZNF592,EHMT2"
3471,"ARID2,ELK1"
3472,"E4F1,EHMT2"
3473,"ZNF316,NCOR1"
3474,"SOX6,ZNF384"
3475,"HDAC2,ZBTB7A"
3476,"EP300,SMARCA4"
3477,"SIN3A,ZBTB33"
3478,"TCF7,HDAC6"
3479,"THRA,NR2F1"
3480,"SRSF3,SMARCA5"
3481,"ZC3H8,ZFP36"
3482,"E2F7,BRD4"
3483,"YBX1,PCBP2"
3484,"ZNF316,THRA"
3485,"CBX3,SIRT6"
3486,"CCNT2,SOX6"
3487,"HCFC1,NCOA6"
3488,"NR2F2,ZNF143"
3489,"SIN3A,MCM7"
3490,"ZFP91,BCOR"
3491,"TCF7,ZBTB7A"
3492,"POLR2A,XRCC3"
3493,"BACH1,SMAD5"
3494,"SPI1,HDAC1"
3495,"SAP30,MBD2"
3496,"HDAC2,TEAD4"
3497,"NCOR1,REST"
3498,"SIRT6,HLTF"
3499,"KAT8,HDAC1"
3500,"ATF2,FOS"
3501,"ZBTB5,SIN3A"
3502,"CBX5,AGO1"
3503,"TCF7L2,PML"
3504,"SMARCC2,TAF1"
3505,"SMARCA4,SMARCE1"
3506,"E2F1,RB1"
3507,"JUN,TRIM25"
3508,"PRDM10,NR3C1"
3509,"NR2C1,ZBTB7A"
3510,"SMARCB1,MYC"
3511,"ETS1,NR3C1"
3512,"GABPB1,ZNF143"
3513,"RLF,ASH1L"
3514,"RUNX1,NR3C1"
3515,"LEF1,STAT5A"
3516,"ZBED1,SMARCA5"
3517,"RUNX1,NR2F6"
3518,"LEF1,RB1"
3519,"GTF2F1,POLR2G"
3520,"SPI1,GATA2"
3521,"LEF1,MGA"
3522,"SMARCB1,HDAC3"
3523,"RAD21,PHF21A"
3524,"UBTF,GATA1"
3525,"SP1,KDM1A"
